lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/motioninb/en-GB/experiment.html" 10.179.3.61 114.119.167.96 - - [17/Apr/2020:00:34:05 +0100] "GET /motioninb/en-GB/experiment.html?LPPPSession=1567555200020 HTTP/1.1" 200 13298 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; AspiegelBot)" 15367 1587080045.531+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/higgs/en-GB/index.html" - 104.163.170.209 - - [17/Apr/2020:19:58:23 +0100] "GET /higgs/en-GB/index.html?LPPPSession=1587149854743 HTTP/1.1" 200 10581 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587149854743" "Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36" 22926 1587149903.791+7 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/higgs/images/ImageLeft.jpg" - 104.163.170.209 - - [17/Apr/2020:19:58:24 +0100] "GET /higgs/images/ImageLeft.jpg HTTP/1.1" 200 4712 "http://lppp.lancs.ac.uk/higgs/en-GB/index.html?LPPPSession=1587149854743" "Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36" 22827 1587149904.152+4 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/higgs/images/cern1.jpg" - 104.163.170.209 - - [17/Apr/2020:19:58:24 +0100] "GET /higgs/images/cern1.jpg HTTP/1.1" 200 10709 "http://lppp.lancs.ac.uk/higgs/en-GB/index.html?LPPPSession=1587149854743" "Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36" 20543 1587149904.172+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/higgs/images/ImageRight2.jpg" - 104.163.170.209 - - [17/Apr/2020:19:58:24 +0100] "GET /higgs/images/ImageRight2.jpg HTTP/1.1" 200 10219 "http://lppp.lancs.ac.uk/higgs/en-GB/index.html?LPPPSession=1587149854743" "Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36" 22926 1587149904.201+5 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/higgs/images/bigmach2.jpg" - 104.163.170.209 - - [17/Apr/2020:19:58:24 +0100] "GET /higgs/images/bigmach2.jpg HTTP/1.1" 200 15063 "http://lppp.lancs.ac.uk/higgs/en-GB/index.html?LPPPSession=1587149854743" "Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36" 22547 1587149904.205+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/higgs/images/cms.jpg" - 104.163.170.209 - - [17/Apr/2020:19:58:24 +0100] "GET /higgs/images/cms.jpg HTTP/1.1" 200 49762 "http://lppp.lancs.ac.uk/higgs/en-GB/index.html?LPPPSession=1587149854743" "Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36" 20679 1587149904.225+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/higgs/images/Acceleratorsv2.gif" - 104.163.170.209 - - [17/Apr/2020:19:58:24 +0100] "GET /higgs/images/Acceleratorsv2.gif HTTP/1.1" 200 26566 "http://lppp.lancs.ac.uk/higgs/en-GB/index.html?LPPPSession=1587149854743" "Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36" 22827 1587149904.244+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/lancaster_logo.gif" - 104.163.170.209 - - [17/Apr/2020:19:58:24 +0100] "GET /images/lancaster_logo.gif?LPPPSession=1587149854743&LPPPModule=6&LPPPMode=1 HTTP/1.1" 200 22171 "http://lppp.lancs.ac.uk/higgs/en-GB/index.html?LPPPSession=1587149854743" "Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36" 20543 1587149904.292+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/index_en-GB.html" - 104.163.170.209 - - [17/Apr/2020:19:58:34 +0100] "GET /index_en-GB.html?LPPPSession=1587149854743 HTTP/1.1" 200 5722 "http://lppp.lancs.ac.uk/higgs/en-GB/index.html?LPPPSession=1587149854743" "Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36" 18561 1587149914.172+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/index_en-GB.html" - 197.41.29.242 - - [17/Apr/2020:20:38:33 +0100] "GET /index_en-GB.html HTTP/1.1" 200 5722 "http://www.lppp.lancs.ac.uk/" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10541 1587152313.110+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/LanguageManagement.js" - 197.41.29.242 - - [17/Apr/2020:20:38:33 +0100] "GET /javascript/LanguageManagement.js HTTP/1.1" 200 1898 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 9641 1587152313.368+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/popin.js" - 197.41.29.242 - - [17/Apr/2020:20:38:33 +0100] "GET /javascript/popin.js HTTP/1.1" 200 1297 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 9998 1587152313.379+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/SessionManagement.js" - 197.41.29.242 - - [17/Apr/2020:20:38:33 +0100] "GET /javascript/SessionManagement.js HTTP/1.1" 200 2739 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10842 1587152313.391+25 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/css/lppp800.css" - 197.41.29.242 - - [17/Apr/2020:20:38:33 +0100] "GET /css/lppp800.css HTTP/1.1" 200 6783 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10541 1587152313.517+9 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/GenerateModuleList.js" - 197.41.29.242 - - [17/Apr/2020:20:38:33 +0100] "GET /javascript/GenerateModuleList.js HTTP/1.1" 200 2861 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 9641 1587152313.521+9 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/GenerateModeList.js" - 197.41.29.242 - - [17/Apr/2020:20:38:33 +0100] "GET /javascript/GenerateModeList.js HTTP/1.1" 200 8200 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 31115 1587152313.527+9 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/OffLine.js.txt" - 197.41.29.242 - - [17/Apr/2020:20:38:33 +0100] "GET /javascript/OffLine.js HTTP/1.1" 200 - "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10842 1587152313.747+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/en-GB.gif" - 197.41.29.242 - - [17/Apr/2020:20:38:33 +0100] "GET /images/en-GB.gif HTTP/1.1" 200 260 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10841 1587152313.876+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/lancaster_logo.gif" - 197.41.29.242 - - [17/Apr/2020:20:38:33 +0100] "GET /images/lancaster_logo.gif?LPPPSession=1587152355079&LPPPModule=1&LPPPMode=0 HTTP/1.1" 200 22171 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 1212 1587152313.870+15 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/logo.gif" - 197.41.29.242 - - [17/Apr/2020:20:38:33 +0100] "GET /images/logo.gif HTTP/1.1" 200 978 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10842 1587152313.883+25 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/favicon.ico" - 197.41.29.242 - - [17/Apr/2020:20:38:34 +0100] "GET /favicon.ico HTTP/1.1" 404 262 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 9998 1587152314.239+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/pool/en-GB/index.html" - 197.41.29.242 - - [17/Apr/2020:20:38:43 +0100] "GET /pool/en-GB/index.html?LPPPSession=1587152355079 HTTP/1.1" 200 7100 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 9998 1587152323.006+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/CVector.js" - 197.41.29.242 - - [17/Apr/2020:20:38:43 +0100] "GET /javascript/js/CVector.js HTTP/1.1" 200 2008 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10841 1587152323.212+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/CBall.js" - 197.41.29.242 - - [17/Apr/2020:20:38:43 +0100] "GET /javascript/js/CBall.js HTTP/1.1" 200 838 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 5816 1587152323.228+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/CGraphics.js" - 197.41.29.242 - - [17/Apr/2020:20:38:43 +0100] "GET /javascript/js/CGraphics.js HTTP/1.1" 200 17186 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 9641 1587152323.233+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/CMaths.js" - 197.41.29.242 - - [17/Apr/2020:20:38:43 +0100] "GET /javascript/js/CMaths.js HTTP/1.1" 200 2018 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10541 1587152323.241+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/Pool/LPPP_Pool.js" - 197.41.29.242 - - [17/Apr/2020:20:38:43 +0100] "GET /javascript/js/Pool/LPPP_Pool.js HTTP/1.1" 200 29040 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 1212 1587152323.246+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/Pool/init.js" - 197.41.29.242 - - [17/Apr/2020:20:38:43 +0100] "GET /javascript/js/Pool/init.js HTTP/1.1" 200 312 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 9998 1587152323.252+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/Pool/style.css" - 197.41.29.242 - - [17/Apr/2020:20:38:43 +0100] "GET /javascript/js/Pool/style.css HTTP/1.1" 200 6020 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10841 1587152323.358+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/Pool/pool_table.jpg" - 197.41.29.242 - - [17/Apr/2020:20:38:43 +0100] "GET /javascript/js/Pool/pool_table.jpg HTTP/1.1" 200 56447 "http://lppp.lancs.ac.uk/javascript/js/Pool/style.css" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 11170 1587152323.870+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/lancaster_logo.gif" - 197.41.29.242 - - [17/Apr/2020:20:38:43 +0100] "GET /images/lancaster_logo.gif?LPPPSession=1587152355079&LPPPModule=2&LPPPMode=1 HTTP/1.1" 200 22171 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 9131 1587152323.943+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/index_en-GB.html" - 197.41.29.242 - - [17/Apr/2020:20:39:18 +0100] "GET /index_en-GB.html?LPPPSession=1587152355079 HTTP/1.1" 200 5722 "http://lppp.lancs.ac.uk/pool/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 1212 1587152358.675+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/annihilation/en-GB/index.html" - 197.41.29.242 - - [17/Apr/2020:20:39:24 +0100] "GET /annihilation/en-GB/index.html?LPPPSession=1587152355079 HTTP/1.1" 200 8022 "http://lppp.lancs.ac.uk/index_en-GB.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10841 1587152364.375+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/C4Vector.js" - 197.41.29.242 - - [17/Apr/2020:20:39:24 +0100] "GET /javascript/js/C4Vector.js HTTP/1.1" 200 1605 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10541 1587152364.566+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/CParticle.js" - 197.41.29.242 - - [17/Apr/2020:20:39:24 +0100] "GET /javascript/js/CParticle.js HTTP/1.1" 200 9392 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 9998 1587152364.573+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/CPath.js" - 197.41.29.242 - - [17/Apr/2020:20:39:24 +0100] "GET /javascript/js/CPath.js HTTP/1.1" 200 606 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 5816 1587152364.580+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/Annihilation/style.css" - 197.41.29.242 - - [17/Apr/2020:20:39:24 +0100] "GET /javascript/js/Annihilation/style.css HTTP/1.1" 200 7481 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 1212 1587152364.722+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/CConstants.js" - 197.41.29.242 - - [17/Apr/2020:20:39:24 +0100] "GET /javascript/js/CConstants.js HTTP/1.1" 200 189 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 11170 1587152364.731+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/Annihilation/LPPP_Annihilation.js" - 197.41.29.242 - - [17/Apr/2020:20:39:24 +0100] "GET /javascript/js/Annihilation/LPPP_Annihilation.js HTTP/1.1" 200 20233 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10835 1587152364.737+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/Annihilation/init_index.js" - 197.41.29.242 - - [17/Apr/2020:20:39:24 +0100] "GET /javascript/js/Annihilation/init_index.js HTTP/1.1" 200 336 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 9641 1587152364.743+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/annihilation/images/index1.gif" - 197.41.29.242 - - [17/Apr/2020:20:39:25 +0100] "GET /annihilation/images/index1.gif HTTP/1.1" 200 1593 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10841 1587152365.050+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/lancaster_logo.gif" - 197.41.29.242 - - [17/Apr/2020:20:39:25 +0100] "GET /images/lancaster_logo.gif?LPPPSession=1587152355079&LPPPModule=3&LPPPMode=1 HTTP/1.1" 200 22171 "http://lppp.lancs.ac.uk/annihilation/en-GB/index.html?LPPPSession=1587152355079" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 9131 1587152365.056+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/js/Annihilation/stdbg_lppp.jpg" - 197.41.29.242 - - [17/Apr/2020:20:39:25 +0100] "GET /javascript/js/Annihilation/stdbg_lppp.jpg HTTP/1.1" 200 32310 "http://lppp.lancs.ac.uk/javascript/js/Annihilation/style.css" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10541 1587152365.101+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/lancaster_logo.gif" - 197.41.29.242 - - [17/Apr/2020:20:39:37 +0100] "GET /images/lancaster_logo.gif?LPPPSession=1587152419008&LPPPModule=1&LPPPMode=0 HTTP/1.1" 200 22171 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 9; SM-A705FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36" 10541 1587152377.656+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/higgs/images/des_sur_0106_009.jpg" - 74.125.208.27 - - [17/Apr/2020:21:19:55 +0100] "GET /higgs/images/des_sur_0106_009.jpg HTTP/1.1" 200 150771 "-" "Mozilla/5.0 (Windows NT 5.1; rv:11.0) Gecko Firefox/11.0 (via ggpht.com GoogleImageProxy)" 26960 1587154795.404+6 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/robots.txt" - 54.36.148.14 - - [17/Apr/2020:21:25:02 +0100] "GET /robots.txt HTTP/1.1" 404 262 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" 31866 1587155102.396+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/index.html" - 2600:387:1:802::34 - - [17/Apr/2020:21:33:26 +0100] "GET / HTTP/1.1" 200 5863 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 5606 1587155606.580+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/robots.txt" - 66.249.76.83 - - [17/Apr/2020:22:06:53 +0100] "GET /robots.txt HTTP/1.1" 404 262 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 18531 1587157613.696+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/index_en-GB.html" 190.113.214.212 66.249.88.125 - - [17/Apr/2020:22:07:11 +0100] "GET /index_en-GB.html HTTP/1.1" 200 5722 "http://www.lppp.lancs.ac.uk/" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 17051 1587157631.135+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/css/lppp800.css" 190.113.214.212 66.249.88.125 - - [17/Apr/2020:22:07:11 +0100] "GET /css/lppp800.css HTTP/1.1" 200 6783 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 19892 1587157631.260+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/logo.gif" 190.113.214.212 66.249.88.125 - - [17/Apr/2020:22:07:11 +0100] "GET /images/logo.gif HTTP/1.1" 200 978 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 13311 1587157631.359+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/popin.js" 190.113.214.212 66.249.88.123 - - [17/Apr/2020:22:07:11 +0100] "GET /javascript/popin.js HTTP/1.1" 200 1297 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 14660 1587157631.361+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/GenerateModeList.js" 190.113.214.212 66.249.88.127 - - [17/Apr/2020:22:07:11 +0100] "GET /javascript/GenerateModeList.js HTTP/1.1" 200 8200 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 15225 1587157631.359+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/SessionManagement.js" 190.113.214.212 66.249.88.127 - - [17/Apr/2020:22:07:11 +0100] "GET /javascript/SessionManagement.js HTTP/1.1" 200 2739 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 17234 1587157631.380+1 (- -)
